Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-10-08 00:00:00-04:00,232.82528627967608,234.30399924729423,230.40210164853784,230.94589233398438,576700,0.0,0.0
2019-10-09 00:00:00-04:00,234.26582527414126,236.54590014377507,233.57893945461294,234.94317626953125,431300,0.0,0.0
2019-10-10 00:00:00-04:00,237.68115952858096,242.5465981063126,236.95611988796665,239.92308044433594,835700,0.0,0.0
2019-10-11 00:00:00-04:00,246.51524047753776,250.38850401521375,245.88559277891542,248.04165649414062,1034300,0.0,0.0
2019-10-14 00:00:00-04:00,247.8699028655412,249.94962943609434,247.17346784448398,249.606201171875,731800,0.0,0.0
2019-10-15 00:00:00-04:00,251.32340143101894,256.9997500970108,250.91318574294473,255.23483276367188,1265400,0.0,0.0
2019-10-16 00:00:00-04:00,248.2897116024867,248.70947674189298,241.8692381368099,242.76600646972656,1720200,0.0,0.0
2019-10-17 00:00:00-04:00,244.40689663572346,245.3418333684406,241.61165037481535,242.08865356445312,1543900,0.0,0.0
2019-10-18 00:00:00-04:00,242.30809172885648,243.55783778865117,240.72443760495648,242.7183074951172,1640900,0.0,0.0
2019-10-21 00:00:00-04:00,245.92379291004139,248.99569498592064,245.27507548133838,248.451904296875,790400,0.0,0.0
2019-10-22 00:00:00-04:00,246.9064007625673,248.29924199249632,243.33842604610518,243.5482940673828,797300,0.0,0.0
2019-10-23 00:00:00-04:00,243.12855505758583,246.085980941701,241.92649758715976,245.80931091308594,917100,0.0,0.0
2019-10-24 00:00:00-04:00,248.8048314549975,253.26960306669562,248.66173633275503,252.78305053710938,642300,0.0,0.0
2019-10-25 00:00:00-04:00,250.37895010282034,252.52546414941506,249.83515955699926,251.8480987548828,550500,0.0,0.0
2019-10-28 00:00:00-04:00,255.09181922032505,256.01717760207276,253.65126004813536,254.25228881835938,683000,0.0,0.0
2019-10-29 00:00:00-04:00,256.51323021277227,256.8757572814152,252.0866268057096,252.43008422851562,501900,0.0,0.0
2019-10-30 00:00:00-04:00,251.05631148813242,253.78475564104895,249.07196200059045,253.43177795410156,494700,0.0,0.0
2019-10-31 00:00:00-04:00,253.09787944148064,253.09787944148064,249.3009527049245,249.92105102539062,630600,0.0,0.0
2019-11-01 00:00:00-04:00,254.92007866867925,258.38312705715924,253.91838345014645,258.1541748046875,617600,0.0,0.0
2019-11-04 00:00:00-05:00,261.1915091633666,263.4910616716948,260.6932528056245,261.7472229003906,664600,1.17,0.0
2019-11-05 00:00:00-05:00,260.444138974451,262.4658198784653,259.65844956324383,260.4249572753906,382700,0.0,0.0
2019-11-06 00:00:00-05:00,258.2690793923565,258.8248222475216,256.6019093076415,257.49298095703125,909500,0.0,0.0
2019-11-07 00:00:00-05:00,257.8187853151439,259.4380598742571,256.01748930111216,256.4486389160156,560900,0.0,0.0
2019-11-08 00:00:00-05:00,254.66641428904214,256.9755567372961,253.61244460970016,256.1036376953125,743400,0.0,0.0
2019-11-11 00:00:00-05:00,255.01135841134428,256.29527460231975,254.03405692757164,255.55751037597656,451700,0.0,0.0
2019-11-12 00:00:00-05:00,256.97563002239724,257.88585422838463,255.45214704574022,256.3911437988281,336100,0.0,0.0
2019-11-13 00:00:00-05:00,256.81271081318,259.16974949180974,256.1228422681676,258.6236267089844,422800,0.0,0.0
2019-11-14 00:00:00-05:00,257.40674146903314,259.1409889442221,256.9276669346629,258.4415588378906,539200,0.0,0.0
2019-11-15 00:00:00-05:00,262.8299591966556,263.98931178167595,262.13049960911815,263.46234130859375,667900,0.0,0.0
2019-11-18 00:00:00-05:00,261.6418011113649,264.66955600020975,260.43452379912384,262.0250549316406,430700,0.0,0.0
2019-11-19 00:00:00-05:00,261.52682651159597,261.80466871660667,259.0835285944743,260.1853942871094,465200,0.0,0.0
2019-11-20 00:00:00-05:00,259.9458798888585,260.61659606017116,255.8258498090651,257.6175842285156,408800,0.0,0.0
2019-11-21 00:00:00-05:00,258.17330230949,258.2307889197365,255.43298051270992,255.8545684814453,652100,0.0,0.0
2019-11-22 00:00:00-05:00,258.5756682082256,258.9206170562373,253.72743656514416,255.07843017578125,616000,0.0,0.0
2019-11-25 00:00:00-05:00,257.1289402397885,260.37708050484395,256.90858460767714,259.80218505859375,409800,0.0,0.0
2019-11-26 00:00:00-05:00,262.2645695792065,262.3795427913227,259.8596060110146,260.1087341308594,445600,0.0,0.0
2019-11-27 00:00:00-05:00,259.85006657001554,260.28121615223023,258.7769149378106,260.11834716796875,383300,0.0,0.0
2019-11-29 00:00:00-05:00,261.98664655647997,261.98664655647997,259.11219985815677,259.29425048828125,267600,0.0,0.0
2019-12-02 00:00:00-05:00,258.8057085971756,258.9015293808861,252.87479098279024,254.47488403320312,764600,0.0,0.0
2019-12-03 00:00:00-05:00,252.12735920079223,253.90950242772846,250.18228852651583,253.75619506835938,929800,0.0,0.0
2019-12-04 00:00:00-05:00,257.70383043878263,259.0931586355652,256.9181702266483,258.4703674316406,447100,0.0,0.0
2019-12-05 00:00:00-05:00,261.39271551726273,263.6635247434211,260.0417214575641,262.3796081542969,639200,0.0,0.0
2019-12-06 00:00:00-05:00,269.0482586384455,270.16930596394474,266.9403481387476,268.36798095703125,724600,0.0,0.0
2019-12-09 00:00:00-05:00,270.31304014175765,270.6771415061402,265.81931817893764,265.9055480957031,427200,0.0,0.0
2019-12-10 00:00:00-05:00,266.260071745551,268.5500329266262,265.627689820465,267.4289855957031,380000,0.0,0.0
2019-12-11 00:00:00-05:00,266.78709844950845,272.4593260375815,266.78709844950845,272.1527404785156,465600,0.0,0.0
2019-12-12 00:00:00-05:00,269.91059488110085,275.2570536311341,269.5273118747543,275.2187194824219,856800,0.0,0.0
2019-12-13 00:00:00-05:00,276.4548058492689,279.6166867229037,275.09422102922065,277.7579040527344,723000,0.0,0.0
2019-12-16 00:00:00-05:00,279.0417533795129,281.64791991863046,279.0417533795129,280.70892333984375,552800,0.0,0.0
2019-12-17 00:00:00-05:00,284.55115519346407,284.6565375683166,280.79519752637697,282.5007019042969,401100,0.0,0.0
2019-12-18 00:00:00-05:00,282.4911340001736,283.28641426211533,279.69335453024513,279.9328918457031,478500,0.0,0.0
2019-12-19 00:00:00-05:00,278.4860692288008,279.61667830809813,277.03928376781295,279.60711669921875,410100,0.0,0.0
2019-12-20 00:00:00-05:00,280.4981976760322,282.04080395920244,280.07660965967864,281.30303955078125,824600,0.0,0.0
2019-12-23 00:00:00-05:00,283.133016969644,284.97267583399815,283.08512121791847,283.7462463378906,424900,0.0,0.0
2019-12-24 00:00:00-05:00,281.6862515469036,282.83604219161117,279.1088280646698,282.5869140625,219500,0.0,0.0
2019-12-26 00:00:00-05:00,282.6923146124673,284.13909984933184,281.9162161917867,283.9378967285156,191300,0.0,0.0
2019-12-27 00:00:00-05:00,285.00147503695223,286.00751994361235,283.7558636035157,284.2541198730469,317000,0.0,0.0
2019-12-30 00:00:00-05:00,284.01464287133433,284.2829235194148,281.3605504609837,282.5486755371094,338900,0.0,0.0
2019-12-31 00:00:00-05:00,282.63484200132746,284.08162730983025,281.0826158427173,283.5546569824219,298900,0.0,0.0
2020-01-02 00:00:00-05:00,288.6616613345509,290.6258851632372,288.02927921705185,290.1563720703125,573600,0.0,0.0
2020-01-03 00:00:00-05:00,285.56682074701183,288.1633971189441,285.2027193406842,285.4805908203125,410800,0.0,0.0
2020-01-06 00:00:00-05:00,280.9006030450754,283.34387171511304,280.1915527808309,283.209716796875,617600,0.0,0.0
2020-01-07 00:00:00-05:00,286.1704576733276,288.6137266356194,284.96318022634335,286.2854309082031,477700,0.0,0.0
2020-01-08 00:00:00-05:00,288.0771118327486,290.5012278854422,287.3872433113296,289.2556457519531,536900,0.0,0.0
2020-01-09 00:00:00-05:00,290.5874451355278,291.19108372051943,287.703407114074,288.7669677734375,579700,0.0,0.0
2020-01-10 00:00:00-05:00,287.4926703650327,287.9334400725016,283.19058959546425,283.7846374511719,447700,0.0,0.0
2020-01-13 00:00:00-05:00,286.1799235668418,288.9968838407135,285.0493148148486,288.8340148925781,405700,0.0,0.0
2020-01-14 00:00:00-05:00,286.6303597233706,293.09786755424904,285.97882521143646,289.8880615234375,609600,0.0,0.0
2020-01-15 00:00:00-05:00,288.9777676163076,290.2712747189846,287.2051859748901,287.5213623046875,505300,0.0,0.0
2020-01-16 00:00:00-05:00,289.88800307387385,290.26169526414577,287.0135557286083,288.4795227050781,547500,0.0,0.0
2020-01-17 00:00:00-05:00,288.3071181408175,288.4508346875483,286.74533010541865,287.4831237792969,743900,0.0,0.0
2020-01-21 00:00:00-05:00,285.63384119388144,288.64244368795937,285.0206409168598,285.9117126464844,573000,0.0,0.0
2020-01-22 00:00:00-05:00,287.9813360128913,289.0353060351362,283.6217686249988,283.8517150878906,1108600,0.0,0.0
2020-01-23 00:00:00-05:00,284.503227232708,284.66612545806896,279.35797084652705,282.0024719238281,713000,0.0,0.0
2020-01-24 00:00:00-05:00,284.4648836375437,286.80274040316294,282.16530254020705,283.44921875,977800,0.0,0.0
2020-01-27 00:00:00-05:00,275.1421343524809,276.54102403058266,271.89399445151207,272.3826599121094,889100,0.0,0.0
2020-01-28 00:00:00-05:00,274.251094278146,278.1124349228716,273.22586747351636,278.0357666015625,1636100,0.0,0.0
2020-01-29 00:00:00-05:00,283.6791688931663,285.80626074864506,281.41792214823903,283.7462463378906,965500,0.0,0.0
2020-01-30 00:00:00-05:00,278.6201847658822,282.3665512528995,278.3806474910631,282.0599365234375,794100,0.0,0.0
2020-01-31 00:00:00-05:00,275.9469968848497,276.18653420853445,268.44470077281704,268.9141845703125,1272600,0.0,0.0
2020-02-03 00:00:00-05:00,271.75983595806883,276.7613754673507,271.46281207406315,276.1002502441406,823200,0.0,0.0
2020-02-04 00:00:00-05:00,282.56772894325763,286.73568299804117,281.9161946320862,286.7069396972656,795300,0.0,0.0
2020-02-05 00:00:00-05:00,294.4871671803794,294.4871671803794,290.36710801021553,293.5002746582031,1042000,0.0,0.0
2020-02-06 00:00:00-05:00,294.659581151148,296.65251834302063,293.7876619920822,296.59503173828125,698000,0.0,0.0
2020-02-07 00:00:00-05:00,291.91926255883806,292.8390773921927,290.51078238883264,292.2066955566406,1775900,0.0,0.0
2020-02-10 00:00:00-05:00,291.31565880557395,296.7387861879222,291.27732465449446,296.7196044921875,373000,0.0,0.0
2020-02-11 00:00:00-05:00,299.9390550260601,303.0338584476824,299.9103117176374,302.7847595214844,789900,0.0,0.0
2020-02-12 00:00:00-05:00,302.4206290399961,304.4135664599124,302.05652767472475,304.1548767089844,656100,0.0,0.0
2020-02-13 00:00:00-05:00,301.76907755429227,305.04593117565645,300.8779766484772,303.9728088378906,742200,0.0,0.0
2020-02-14 00:00:00-05:00,304.0877570109864,305.86033858810424,301.34746478418094,303.0625305175781,661400,0.0,0.0
2020-02-18 00:00:00-05:00,294.5350959610826,297.2274932187401,294.0464596899569,296.2406005859375,757100,0.0,0.0
2020-02-19 00:00:00-05:00,298.1281535369577,304.33697162517507,297.98443698777606,304.1070251464844,1093900,0.0,0.0
2020-02-20 00:00:00-05:00,302.6313820743129,303.3308121641533,297.447792225799,300.3509826660156,1118400,0.0,0.0
2020-02-21 00:00:00-05:00,297.21787207883483,297.82148146932775,291.976795163593,293.1936340332031,1134600,0.0,0.0
2020-02-24 00:00:00-05:00,276.9530744833179,282.87446004312284,276.20571911524144,278.24658203125,1347400,0.0,0.0
2020-02-25 00:00:00-05:00,283.18096324391354,283.5450645912214,272.535940461219,272.6796569824219,1166700,0.0,0.0
2020-02-26 00:00:00-05:00,277.33632273690876,280.0766156615345,273.6378512851685,274.3373107910156,861100,0.0,0.0
2020-02-27 00:00:00-05:00,267.1894747151144,274.84510678791173,264.3246179336052,265.6277160644531,1373900,0.0,0.0
2020-02-28 00:00:00-05:00,256.6019335788155,265.84806746267054,254.84853341770352,265.12945556640625,1647400,0.0,0.0
2020-03-02 00:00:00-05:00,267.91765353866293,275.4582824707031,263.9413405197034,275.4582824707031,1081300,0.0,0.0
2020-03-03 00:00:00-05:00,280.6705949171406,284.42655206852436,270.4088267526859,272.4017639160156,1916300,0.0,0.0
2020-03-04 00:00:00-05:00,280.15325818331064,289.3514670965472,277.8441151060908,288.98736572265625,1289500,0.0,0.0
2020-03-05 00:00:00-05:00,278.85973723991697,283.5546622341895,274.06899148241615,276.1864929199219,1453900,0.0,0.0
2020-03-06 00:00:00-05:00,272.55512922706635,276.17693224582973,269.517812459581,276.0523681640625,1148400,0.0,0.0
2020-03-09 00:00:00-04:00,254.34070068386816,264.80367290878127,252.81721782107334,252.86514282226562,1759600,0.0,0.0
2020-03-10 00:00:00-04:00,266.3558761175108,268.6171233442408,253.90952786332454,268.05181884765625,1699200,0.0,0.0
2020-03-11 00:00:00-04:00,261.105276288093,262.8490857993272,249.6553804048315,253.0855712890625,1175900,0.0,0.0
2020-03-12 00:00:00-04:00,235.14896273693248,244.19389305594703,227.6083336017411,230.67440795898438,2779800,0.0,0.0
2020-03-13 00:00:00-04:00,246.3018392893322,247.0683469789322,224.05361294810183,246.1964569091797,2637200,0.0,0.0
2020-03-16 00:00:00-04:00,211.4156074769372,237.822210753766,200.84722335321536,219.76109313964844,1496800,0.0,0.0
2020-03-17 00:00:00-04:00,221.85945342132325,229.93664427748803,215.60274022364354,228.3652801513672,1642500,0.0,0.0
2020-03-18 00:00:00-04:00,204.43071706003158,216.81957939003416,183.2460373354262,188.74581909179688,3131900,0.0,0.0
2020-03-19 00:00:00-04:00,197.19667513446697,210.06462588099373,192.19513537871504,205.07266235351562,1634600,0.0,0.0
2020-03-20 00:00:00-04:00,215.72725219844432,227.38793897239276,206.56734964349485,207.05601501464844,2316700,0.0,0.0
2020-03-23 00:00:00-04:00,215.89975246775472,225.45250078427455,213.35107218751702,223.39247131347656,1731500,0.0,0.0
2020-03-24 00:00:00-04:00,243.68609969473042,249.62662210089152,240.30383402311912,249.32000732421875,1427600,0.0,0.0
2020-03-25 00:00:00-04:00,249.76078497026063,260.94237066131365,241.40570748270235,251.10218811035156,1211300,0.0,0.0
2020-03-26 00:00:00-04:00,251.8878034543582,265.5414266397983,250.6613446693859,264.3533020019531,1018600,0.0,0.0
2020-03-27 00:00:00-04:00,251.23626910600308,252.67349276619896,241.2715242433895,242.04762268066406,1518300,0.0,0.0
2020-03-30 00:00:00-04:00,252.5393766326701,258.82483267138105,249.77990242242794,256.8127136230469,1142400,0.0,0.0
2020-03-31 00:00:00-04:00,256.8989427427532,257.3492740081766,248.16062726426563,250.69015502929688,881800,0.0,0.0
2020-04-01 00:00:00-04:00,242.53629903969625,246.8958659764303,237.02694142670256,238.58871459960938,715700,0.0,0.0
2020-04-02 00:00:00-04:00,233.66384474787,241.41528302065407,232.11164769561307,236.93113708496094,788600,0.0,0.0
2020-04-03 00:00:00-04:00,235.7621617614001,237.62097332746708,232.33198627910443,234.3728485107422,571700,0.0,0.0
2020-04-06 00:00:00-04:00,249.11872601691869,261.36386837998106,248.56301249388125,259.7829284667969,807600,0.0,0.0
2020-04-07 00:00:00-04:00,268.7225142289872,269.5082035842033,259.65843105903355,261.181884765625,768200,0.0,0.0
2020-04-08 00:00:00-04:00,266.3942027677415,269.56567406456617,262.9257075783724,266.9211730957031,891700,0.0,0.0
2020-04-09 00:00:00-04:00,270.408840388138,273.1970577802174,263.60597592461284,265.2252502441406,728900,0.0,0.0
2020-04-13 00:00:00-04:00,263.347273901407,264.592855978107,260.62613409109247,262.628662109375,789400,0.0,0.0
2020-04-14 00:00:00-04:00,274.97920110040263,282.4240383279755,273.12038950549277,276.8380126953125,1700600,0.0,0.0
2020-04-15 00:00:00-04:00,265.33064309499446,272.6317340482913,263.5388798412852,270.6675109863281,1487600,0.0,0.0
2020-04-16 00:00:00-04:00,277.70039114563866,280.30655833985867,274.19359053525585,280.162841796875,1212000,0.0,0.0
2020-04-17 00:00:00-04:00,288.6424045034099,288.8148643166232,281.32213164509864,283.2767639160156,899100,0.0,0.0
