Date;Close_Carl_Zeiss_Meditec;Close_Lam_Research_Corporation;Close_Tokyo_Electron_Limited
2018-12-02;66.61528778076172;11.033652305603027;23.286666870117188
2018-12-09;71.93819427490234;10.742987155914307;22.09666633605957
2018-12-16;76.80115509033203;10.057869911193848;20.633333206176758
2018-12-23;76.80115509033203;9.536391258239746;18.84000015258789
2018-12-30;74.99250411987305;9.604758262634277;18.81666660308838
2019-01-06;75.65128326416016;9.972410202026367;18.863332748413086
2019-01-13;76.84905242919922;10.47315788269043;20.00666618347168
2019-01-20;82.4067153930664;10.213510513305664;21.273332595825195
2019-01-27;82.4067153930664;10.949177742004395;22.076666831970215
2019-02-03;86.01919555664062;12.333600044250488;23.47333335876465
2019-02-10;90.02934265136719;12.749615669250488;23.726667404174805
2019-02-17;89.3058853149414;13.16490364074707;24.15999984741211
2019-02-24;84.4189682006836;13.074357509613037;23.606666564941406
2019-03-03;82.75167846679688;12.887802124023438;23.086666107177734
2019-03-10;82.75167846679688;12.3052339553833;22.586666107177734
2019-03-17;83.84404754638672;12.513965606689453;22.299999237060547
2019-03-24;84.85018157958984;13.892197608947754;23.48666763305664
2019-03-31;84.5147933959961;13.86585807800293;24.600000381469727
2019-04-07;79.77162170410156;14.796914100646973;26.066667556762695
2019-04-14;77.85517120361328;14.818605422973633;25.98666763305664
2019-04-21;86.6468276977539;15.080799579620361;26.41666603088379
2019-04-28;88.98967742919922;15.138504028320312;26.433332443237305
2019-05-05;93.80950927734375;16.02153205871582;25.68000030517578
2019-05-12;93.80950927734375;15.46925163269043;25.31999969482422
2019-05-19;93.90532684326172;15.039359092712402;24.786666870117188
2019-05-26;93.90532684326172;14.364697456359863;22.96666717529297
2019-06-02;89.16215515136719;13.796148300170898;22.546666145324707
2019-06-09;89.16215515136719;14.1222505569458;23.333332061767578
2019-06-16;94.96894836425781;14.038034439086914;23.366666793823242
2019-06-23;100.66077423095703;14.133864402770996;22.733333587646484
2019-06-30;100.66077423095703;14.122955322265625;23.01333236694336
2019-07-07;97.6902961730957;14.492622375488281;25.019999504089355
2019-07-14;92.46800994873047;14.352002143859863;25.553333282470703
2019-07-21;102.8167495727539;15.016549110412598;25.833332061767578
2019-07-28;105.05897521972656;16.41887092590332;28.02666664123535
2019-08-04;105.05897521972656;16.252151489257812;28.200000762939453
2019-08-11;105.05897521972656;15.21677017211914;28.760000228881836
2019-08-18;107.48806762695312;15.498014450073242;29.100000381469727
2019-08-25;109.57218933105469;16.203847885131836;29.479999542236328
2019-09-01;109.57218933105469;15.836905479431152;29.793333053588867
2019-09-08;114.54055786132812;17.464384078979492;30.920000076293945
2019-09-15;105.64348602294922;18.23098373413086;31.81999969482422
2019-09-22;108.3744125366211;18.44678497314453;32.106666564941406
2019-09-29;110.3387680053711;18.56052589416504;32.400001525878906
2019-10-06;111.12449645996094;18.893299102783203;32.31999969482422
2019-10-13;112.590576171875;19.117996215820312;33.16666793823242
2019-10-20;109.5865478515625;19.361553192138672;33.51333236694336
2019-10-27;108.66188049316406;19.555086135864258;33.72666549682617
2019-11-03;101.3698501586914;22.761505126953125;33.86000061035156
2019-11-10;104.92483520507812;22.593393325805664;33.88666534423828
2019-11-17;106.26632690429688;22.343276977539062;33.80666732788086
2019-11-24;108.60438537597656;22.480228424072266;34.31999969482422
2019-12-01;108.60438537597656;22.082910537719727;34.63999938964844
2019-12-08;108.60438537597656;21.562585830688477;34.32666778564453
2019-12-15;119.58556365966797;22.681699752807617;34.8466682434082
2019-12-22;123.01119995117188;23.93108558654785;37.29999923706055
2019-12-29;123.01119995117188;24.25187397003174;36.36666679382324
2020-01-05;123.08305358886719;24.18186855316162;36.47666549682617
2020-01-12;123.37052154541016;24.39806365966797;36.3466682434082
2020-01-19;128.49221801757812;24.77032470703125;38.09333419799805
2020-01-26;128.49221801757812;25.53214454650879;37.96000099182129
2020-02-02;127.92205047607422;24.56113624572754;37.11333465576172
2020-02-09;121.91881561279297;26.644817352294922;37.400001525878906
2020-02-16;115.56105041503906;27.559003829956055;38.61333465576172
2020-02-23;113.88417053222656;26.924426078796387;37.21666717529297
2020-03-01;104.7619400024414;24.1666316986084;35.35333251953125
2020-03-08;103.29586791992188;24.636077880859375;35.52000045776367
2020-03-15;96.54042053222656;22.039291381835938;33.233333587646484
2020-03-22;72.20169830322266;16.060850143432617;27.14666748046875
2020-03-29;87.18080139160156;19.350358963012695;30.766666412353516
2020-04-05;93.35643005371094;18.503597259521484;30.100000381469727
2020-04-12;94.9687271118164;21.31397819519043;34.50333213806152
2020-04-19;97.59788513183594;22.429183959960938;35.16666793823242
2020-04-26;98.8254623413086;22.09445571899414;34.20000076293945
2020-05-03;96.98892211914062;21.69510269165039;34.7400016784668
2020-05-10;97.14356994628906;20.262569427490234;34.19333267211914
2020-05-17;89.89405822753906;21.208755493164062;35.266666412353516
2020-05-24;93.76046752929688;21.636280059814453;34.53333282470703
2020-05-31;95.36019897460938;22.390657424926758;34.03000068664551
2020-06-07;98.59349060058594;23.76974868774414;35.560001373291016
2020-06-14;100.7103500366211;24.656278610229492;35.99333190917969
2020-06-21;97.53988647460938;26.100765228271484;36.086666107177734
2020-06-28;96.6602783203125;25.977659225463867;39.87333297729492
2020-07-05;95.86283111572266;26.657254219055176;42.130001068115234
2020-07-12;100.17871856689453;27.86255645751953;45.98666763305664
2020-07-19;100.17871856689453;28.68771743774414;44.9466667175293
2020-07-26;99.36676788330078;29.514541625976562;45.866668701171875
2020-08-02;99.8500747680664;30.01447296142578;46.099998474121094
2020-08-09;104.6830825805664;31.726348876953125;45.88666534423828
2020-08-16;104.01405334472656;31.25636100769043;44.38666534423828
2020-08-23;104.768310546875;30.95941162109375;44.9466667175293
2020-08-30;104.86660766601562;29.198457717895508;43.72666549682617
2020-09-06;104.86660766601562;28.328372955322266;43.45333480834961
2020-09-13;108.74639511108398;24.888809204101562;40.41666603088379
2020-09-20;108.80722045898438;25.503522872924805;41.21333312988281
2020-09-27;115.37654113769531;26.509191513061523;42.43333435058594
2020-10-04;123.8923110961914;27.999805450439453;43.606666564941406
2020-10-11;128.6611328125;28.873260498046875;43.46666717529297
2020-10-18;136.8265380859375;31.246444702148438;46.233333587646484
2020-10-25;139.68783569335938;30.35963249206543;46.46666717529297
2020-11-01;128.70980834960938;28.71126365661621;45.15999984741211
2020-11-08;130.31561279296875;31.759998321533203;45.573333740234375
2020-11-15;134.06256103515625;34.94318389892578;47.880001068115234
2020-11-22;136.08200073242188;36.21076965332031;51.959999084472656
2020-11-29;128.9263458251953;37.38985824584961;54.21000099182129
2020-12-06;131.09420776367188;40.01689529418945;59.01333236694336
2020-12-13;133.30831909179688;41.34254837036133;58.40666580200195
2020-12-20;127.44461059570312;41.178470611572266;58.380001068115234
2020-12-27;127.81684875488281;40.0712947845459;58.61666679382324
2021-01-03;130.29129028320312;39.73767280578613;62.226667404174805
2021-01-10;131.1428680419922;41.565242767333984;63.50666809082031
2021-01-17;135.25962829589844;44.9097900390625;68.413330078125
2021-01-24;145.48829650878906;47.218732833862305;71.91666412353516
2021-01-31;155.7169647216797;43.11820983886719;69.33333587646484
2021-02-07;160.58309936523438;42.67619323730469;64.34666442871094
2021-02-14;158.38363647460938;44.6033821105957;66.66000366210938
2021-02-21;159.25950622558594;49.29745864868164;68.83333587646484
2021-02-28;150.8507843017578;47.4841194152832;71.46666717529297
2021-03-07;143.98951721191406;46.147979736328125;67.16666412353516
2021-03-14;146.4712677001953;43.936973571777344;63.380001068115234
2021-03-21;147.7656707763672;46.52811050415039;64.55999755859375
2021-03-28;149.9262237548828;47.3980827331543;67.34666442871094
2021-04-04;145.3033905029297;50.09638023376465;71.69000244140625
2021-04-11;152.16465759277344;56.6941032409668;75.66666412353516
2021-04-18;167.6390380859375;55.33766555786133;75.586669921875
2021-04-25;171.28866577148438;53.342044830322266;75.4000015258789
2021-05-02;171.28866577148438;54.99276351928711;75.94000244140625
2021-05-09;171.28866577148438;52.956809997558594;75.33333587646484
2021-05-16;166.5684814453125;50.315162658691406;71.24666595458984
2021-05-23;169.34219360351562;51.666446685791016;68.76000213623047
2021-05-30;177.9552764892578;54.941287994384766;72.13333129882812
2021-06-06;178.20819091796875;55.68299674987793;73.93333435058594
2021-06-13;180.1562042236328;54.975608825683594;72.83333587646484
2021-06-20;183.1832275390625;55.00062561035156;74.31999969482422
2021-06-27;182.060302734375;53.662967681884766;73.33999633789062
2021-07-04;193.6703643798828;55.61787414550781;72.13333129882812
2021-07-11;193.9730682373047;52.717315673828125;69.93666458129883
2021-07-18;195.29129028320312;53.11792755126953;69.52666473388672
2021-07-25;203.10293579101562;54.66965103149414;69.1933364868164
2021-08-01;212.86749267578125;54.5897102355957;68.73332977294922
2021-08-08;218.5602569580078;55.5061149597168;71.33333587646484
2021-08-15;225.75672912597656;52.31327438354492;68.9800033569336
2021-08-22;215.2305145263672;49.615596771240234;66.66666412353516
2021-08-29;214.5274658203125;50.34115982055664;68.5
2021-09-05;221.65560913085938;51.99518585205078;72.0999984741211
2021-09-12;224.37015533447266;51.0134334564209;78.3066635131836
2021-09-19;228.4907989501953;52.352806091308594;84.38666534423828
2021-09-26;229.16455078125;51.675384521484375;82.8933334350586
2021-10-03;195.29129028320312;49.098812103271484;76.16666412353516
2021-10-10;181.6208953857422;47.54759216308594;69.6866683959961
2021-10-17;180.64443969726562;47.60877990722656;68.97333526611328
2021-10-24;190.01844787597656;48.73426818847656;74.3066635131836
2021-10-31;196.51185607910156;47.71046447753906;74.72000122070312
2021-11-07;203.10293579101562;50.104522705078125;82.0
2021-11-14;204.0793914794922;52.88810729980469;84.57333374023438
2021-11-21;201.2135009765625;54.65994644165039;88.6066665649414
2021-11-28;191.02417755126953;56.33914566040039;89.62333297729492
2021-12-05;187.7823486328125;58.58885955810547;87.80000305175781
2021-12-12;192.17149353027344;60.83898162841797;91.32666778564453
2021-12-19;203.39588928222656;59.1455078125;90.57333374023438
2021-12-26;198.88954162597656;60.54335403442383;91.8933334350586
2022-01-02;204.31863403320312;63.3632698059082;96.30000305175781
2022-01-09;197.68359375;61.844276428222656;94.97333526611328
2022-01-16;176.3773193359375;60.47066116333008;94.50666809082031
2022-01-23;157.88812255859375;55.61412239074707;89.49666595458984
2022-01-30;151.7608642578125;51.828094482421875;82.24666595458984
2022-02-06;157.25831604003906;51.937355041503906;81.09333038330078
2022-02-13;154.75857543945312;50.776084899902344;80.91999816894531
2022-02-20;155.54949951171875;51.156715393066406;82.04000091552734
2022-02-27;146.88346099853516;49.4553337097168;78.12333297729492
2022-03-06;151.38978576660156;47.88787841796875;81.3933334350586
2022-03-13;147.1519775390625;43.20578384399414;75.46666717529297
2022-03-20;164.31808471679688;46.828697204589844;80.49333190917969
2022-03-27;156.5650177001953;49.76589584350586;83.87333679199219
2022-04-03;161.74835205078125;49.92972946166992;85.65333557128906
2022-04-10;156.53126525878906;45.813819885253906;77.04666900634766
2022-04-17;139.02982330322266;42.7614803314209;72.62999725341797
2022-04-24;138.81124877929688;42.829288482666016;71.66666412353516
2022-05-01;124.3515396118164;42.3932991027832;70.86000061035156
2022-05-08;119.11579132080078;43.8095703125;70.27999877929688
2022-05-15;113.11383819580078;41.788936614990234;68.78666687011719
2022-05-22;125.26509094238281;43.460052490234375;75.78666687011719
2022-05-29;127.6423110961914;44.37935256958008;77.26667022705078
2022-06-05;133.04013061523438;47.05760192871094;75.86333465576172
2022-06-12;131.65016174316406;46.613887786865234;72.83333587646484
2022-06-19;113.41834259033203;40.693058013916016;63.70000076293945
2022-06-26;113.55096435546875;40.43453407287598;56.62666702270508
2022-07-03;117.4163818359375;40.219337463378906;55.77333450317383
2022-07-10;121.67472457885742;37.981157302856445;52.55999946594238
2022-07-17;124.64623260498047;38.80287551879883;51.400001525878906
2022-07-24;130.89376831054688;43.69831848144531;54.41999816894531
2022-07-31;138.9487762451172;44.04396057128906;57.279998779296875
2022-08-07;140.2257843017578;48.97048568725586;58.88666534423828
2022-08-14;140.2061309814453;46.85050964355469;57.31999969482422
2022-08-21;135.80535888671875;47.386390686035156;56.87333297729492
2022-08-28;125.40262603759766;43.60602569580078;54.400001525878906
2022-09-04;122.81912231445312;41.242122650146484;52.37333297729492
2022-09-11;122.13641357421875;41.02268409729004;49.48666572570801
2022-09-18;114.59713745117188;39.753883361816406;49.133331298828125
2022-09-25;107.66197204589844;37.68999099731445;47.099998474121094
2022-10-02;101.12955474853516;35.1174430847168;43.88666534423828
2022-10-09;110.96255493164062;37.59071350097656;44.16666793823242
2022-10-16;109.67572021484375;30.92063331604004;41.31999969482422
2022-10-23;111.6207046508789;31.207103729248047;41.46666717529297
2022-10-30;117.89771270751953;36.4561882019043;44.66666793823242
2022-11-06;119.19436645507812;38.26955032348633;43.90666580200195
2022-11-13;120.70713806152344;42.058868408203125;47.32666778564453
2022-11-20;134.94091796875;43.599937438964844;54.1533317565918
2022-11-27;133.2365951538086;42.96413040161133;54.19000053405762
2022-12-04;133.00575256347656;43.269981384277344;56.400001525878906
2022-12-11;129.87216186523438;42.56373596191406;55.51333236694336
2022-12-18;130.3760986328125;43.89680099487305;55.400001525878906
2022-12-25;121.04603576660156;41.503990173339844;52.19333267211914
2023-01-01;122.7326774597168;39.1809196472168;48.72333335876465
2023-01-08;124.20075607299805;39.83380889892578;49.48000144958496
2023-01-15;139.2827606201172;44.06050109863281;55.46666717529297
2023-01-22;142.13639068603516;44.50082206726074;58.59333419799805
2023-01-29;141.73854064941406;46.347511291503906;59.186668395996094
2023-02-05;144.06173706054688;50.224037170410156;60.68000030517578
2023-02-12;139.58236694335938;49.147911071777344;60.53333282470703
2023-02-19;141.5322723388672;48.42479705810547;58.206668853759766
2023-02-26;136.22283935546875;45.40329170227051;56.016666412353516
2023-03-05;135.36331176757812;46.49745178222656;57.686668395996094
2023-03-12;140.03915405273438;46.04574203491211;58.733333587646484
2023-03-19;143.54110717773438;48.6358757019043;59.31999969482422
2023-03-26;141.1356658935547;49.9532356262207;61.19333267211914
2023-04-02;136.4051055908203;50.779293060302734;61.33333206176758
2023-04-09;135.4418487548828;49.13407325744629;58.96500015258789
2023-04-16;138.10379028320312;49.3112907409668;59.0
2023-04-23;134.3280487060547;48.772735595703125;57.15999984741211
2023-04-30;133.33360290527344;50.644405364990234;57.25
2023-05-07;131.5764617919922;51.38283157348633;57.43000030517578
2023-05-14;122.30550384521484;51.89678192138672;58.689998626708984
2023-05-21;118.20487976074219;56.52525329589844;64.87000274658203
2023-05-28;115.25520324707031;57.60434341430664;67.55000305175781
2023-06-04;114.44597244262695;60.874107360839844;69.26000213623047
2023-06-11;116.81324005126953;60.13567352294922;68.66000366210938
2023-06-18;119.32908630371094;61.758670806884766;71.4000015258789
2023-06-25;114.03937911987305;60.374494552612305;70.0099983215332
2023-07-02;105.32852935791016;63.401519775390625;70.05000305175781
2023-07-09;107.20600509643555;61.68462562561035;71.95499801635742
2023-07-16;113.66447448730469;61.965999603271484;71.1500015258789
2023-07-23;112.15795135498047;63.19715118408203;73.30999755859375
2023-07-30;112.8166275024414;64.19727325439453;70.5
2023-08-06;110.64745330810547;68.45443725585938;74.11000061035156
2023-08-13;105.71482849121094;67.76630401611328;71.73999786376953
2023-08-20;98.34558868408203;64.46382904052734;70.16000366210938
2023-08-27;95.46326446533203;65.83419036865234;72.27999877929688
2023-09-03;98.16729736328125;67.7801284790039;72.88999938964844
2023-09-10;92.2491340637207;67.77420043945312;73.30500030517578
2023-09-17;89.66890716552734;65.00428771972656;70.30000305175781
2023-09-24;85.66238403320312;61.308597564697266;69.36000061035156
2023-10-01;84.82542419433594;61.45515823364258;68.05000305175781
2023-10-08;83.04254150390625;62.19984436035156;65.86000061035156
2023-10-15;81.85395812988281;63.548587799072266;69.04000091552734
2023-10-22;81.3290023803711;63.59909439086914;68.8499984741211
2023-10-29;79.04096984863281;57.94366455078125;65.87000274658203
2023-11-05;86.13286590576172;60.07571029663086;68.87999725341797
2023-11-12;89.94624328613281;64.12789916992188;71.75
2023-11-19;93.21485900878906;69.1109390258789;79.30000305175781
2023-11-26;93.90572357177734;71.04988861083984;80.63999938964844
2023-12-03;91.68950653076172;70.89540100097656;80.9800033569336
2023-12-10;91.28340911865234;69.63280487060547;77.62000274658203
2023-12-17;100.61380767822266;72.94851684570312;85.06999969482422
2023-12-24;109.3994369506836;77.14580535888672;87.58999633789062
2023-12-31;109.65102005004883;78.67298889160156;89.51499938964844
2024-01-07;102.42392349243164;72.95000076293945;84.6150016784668
2024-01-14;110.9168701171875;75.1836929321289;87.30000305175781
2024-01-21;109.7362060546875;76.79578399658203;91.89500045776367
2024-01-28;105.59398651123047;83.31412506103516;95.9800033569336
2024-02-04;107.8245620727539;82.99142456054688;94.6500015258789
2024-02-11;111.99451446533203;84.53350830078125;96.86000061035156
2024-02-18;117.68388366699219;90.73558807373047;112.33999633789062
2024-02-25;120.2750015258789;90.87807846069336;119.04499816894531
2024-03-03;120.10662078857422;93.16537475585938;120.9000015258789
2024-03-10;126.57450866699219;97.06478118896484;130.49000549316406
2024-03-17;130.49684143066406;92.21755981445312;123.43000030517578
2024-03-24;128.17999267578125;94.44361114501953;125.66999816894531
2024-03-31;128.11999893188477;96.46019744873047;128.90499877929688
2024-04-07;120.43499755859375;96.38407135009766;127.94000244140625
2024-04-14;112.9530029296875;96.25271606445312;126.83000183105469
2024-04-21;103.7300033569336;90.77963256835938;118.97000122070312
2024-04-28;107.33799743652344;88.30778503417969;109.66000366210938
2024-05-05;105.2699966430664;89.00336456298828;112.4000015258789
2024-05-12;102.06999969482422;91.04332733154297;116.44999694824219
2024-05-19;103.98999786376953;90.80748748779297;115.18000030517578
2024-05-26;101.29399871826172;95.92831420898438;116.20999908447266
2024-06-02;95.58499908447266;94.73120498657227;110.33499908447266
2024-06-09;91.98999786376953;95.74819946289062;110.4000015258789
2024-06-16;92.69000244140625;103.09109497070312;112.0999984741211
2024-06-23;70.63000106811523;106.22738647460938;108.72500228881836
2024-06-30;71.58999633789062;105.25584411621094;109.30000305175781
2024-07-07;70.67499923706055;107.45116806030273;111.07499694824219
2024-07-14;70.18000030517578;109.82694244384766;115.4000015258789
2024-07-21;67.75;96.47455596923828;100.91999816894531
2024-07-28;66.55000305175781;90.71109008789062;94.61000061035156
2024-08-04;68.06999969482422;85.22676849365234;92.12000274658203
2024-08-11;68.43000030517578;76.80538177490234;86.52999877929688
2024-08-18;68.44999694824219;84.27665710449219;95.22000122070312
2024-08-25;69.9000015258789;86.02434539794922;96.55999755859375
2024-09-01;72.6449966430664;81.64266967773438;89.62999725341797
2024-09-08;66.60499954223633;75.78748321533203;79.21500015258789
2024-09-15;63.83599853515625;74.55123901367188;82.0
2024-09-22;65.32499694824219;76.60399627685547;83.3499984741211
2024-09-29;70.80000305175781;80.375;85.47000122070312
2024-10-06;74.76000213623047;81.40899658203125;88.83000183105469
2024-10-13;72.77999877929688;82.05999755859375;86.79000091552734
2024-10-20;67.09400177001953;74.13999938964844;81.54000091552734
2024-10-27;67.52999877929688;73.0;76.70999908447266
2024-11-03;65.55000305175781;75.44999694824219;77.5
2024-11-10;62.20000076293945;76.77999877929688;76.44999694824219
2024-11-17;61.52000045776367;74.79000091552734;73.45999908447266
2024-11-24;60.59000015258789;70.36999893188477;70.7249984741211
