Date;Close
2018-01-14;168.66571044921875
2018-01-21;185.74020385742188
2018-01-28;191.56849670410156
2018-02-04;187.8291015625
2018-02-11;174.08367919921875
2018-02-18;178.42919921875
2018-02-25;181.2920684814453
2018-03-04;182.20591735839844
2018-03-11;191.18617248535156
2018-03-18;197.2568817138672
2018-03-25;198.25469970703125
2018-04-01;185.16204833984375
2018-04-08;184.88230895996094
2018-04-15;191.68038940429688
2018-04-22;192.3984375
2018-04-29;180.39535522460938
2018-05-06;180.10374450683594
2018-05-13;186.22824096679688
2018-05-20;189.98194885253906
2018-05-27;189.1917266845703
2018-06-03;185.4285430908203
2018-06-10;195.2691650390625
2018-06-17;201.09259033203125
2018-06-24;193.97088623046875
2018-07-01;185.0052032470703
2018-07-08;183.6881103515625
2018-07-15;187.39479064941406
2018-07-22;202.51321411132812
2018-07-29;203.82090759277344
2018-08-05;201.79820251464844
2018-08-12;200.3870086669922
2018-08-19;186.1435546875
2018-08-26;188.61785888671875
2018-09-02;194.45069885253906
2018-09-09;183.5657958984375
2018-09-16;172.5115966796875
2018-09-23;177.27197265625
2018-09-30;177.62005615234375
2018-10-07;178.8242645263672
2018-10-14;163.95986938476562
2018-10-21;165.991943359375
2018-10-28;159.0301513671875
2018-11-04;162.15357971191406
2018-11-11;165.10763549804688
2018-11-18;160.77061462402344
2018-11-25;153.96871948242188
2018-12-02;161.20335388183594
2018-12-09;159.59466552734375
2018-12-16;151.9084014892578
2018-12-23;144.7678680419922
2018-12-30;143.86471557617188
2019-01-06;146.40481567382812
2019-01-13;152.4258575439453
2019-01-20;149.29302978515625
2019-01-27;153.06561279296875
2019-02-03;164.66546630859375
2019-02-10;170.37600708007812
2019-02-17;171.96592712402344
2019-02-24;172.96319580078125
2019-03-03;174.14859008789062
2019-03-10;170.43247985839844
2019-03-17;171.72132873535156
2019-03-24;179.5110321044922
2019-03-31;175.29635620117188
2019-04-07;186.03067016601562
2019-04-14;189.6338653564453
2019-04-21;191.5625
2019-04-28;193.34056091308594
2019-05-05;196.46044921875
2019-05-12;191.0161895751953
2019-05-19;190.95909118652344
2019-05-26;181.43161010742188
2019-06-02;180.65113830566406
2019-06-09;181.27932739257812
2019-06-16;188.3892059326172
2019-06-23;187.3327178955078
2019-06-30;194.53781127929688
2019-07-07;203.5228271484375
2019-07-14;198.08804321289062
2019-07-21;207.17767333984375
2019-07-28;219.11325073242188
2019-08-04;212.06996154785156
2019-08-11;205.3026123046875
2019-08-18;202.5900421142578
2019-08-25;204.88388061523438
2019-09-01;205.35023498535156
2019-09-08;216.31497192382812
2019-09-15;233.4187469482422
2019-09-22;236.14089965820312
2019-09-29;235.598388671875
2019-10-06;233.56149291992188
2019-10-13;235.4936981201172
2019-10-20;242.20384216308594
2019-10-27;247.8765869140625
2019-11-03;252.84490966796875
2019-11-10;256.89666748046875
2019-11-17;257.8431396484375
2019-11-24;257.0210266113281
2019-12-01;259.50640869140625
2019-12-08;257.87176513671875
2019-12-15;271.5224914550781
2019-12-22;280.0589294433594
2019-12-29;283.08929443359375
2020-01-05;282.8981018066406
2020-01-12;285.6224365234375
2020-01-19;287.8115539550781
2020-01-26;283.1943664550781
2020-02-02;277.3918762207031
2020-02-09;291.53009033203125
2020-02-16;302.36077880859375
2020-02-23;299.6554870605469
2020-03-01;272.04815673828125
2020-03-08;275.4131164550781
2020-03-15;252.27960205078125
2020-03-22;206.57656860351562
2020-03-29;248.74264526367188
2020-04-05;238.03622436523438
2020-04-12;264.611083984375
2020-04-19;276.1969909667969
2020-04-26;278.7301940917969
2020-05-03;279.4882507324219
2020-05-10;280.448974609375
2020-05-17;284.9934387207031
2020-05-24;306.47625732421875
2020-05-31;307.3121032714844
2020-06-07;332.71490478515625
2020-06-14;334.2713928222656
2020-06-21;344.8014221191406
2020-06-28;349.9992370605469
2020-07-05;353.5924377441406
2020-07-12;376.55487060546875
2020-07-19;370.10809326171875
2020-07-26;369.1569519042969
2020-08-02;350.3162536621094
2020-08-09;354.0535888671875
2020-08-16;356.5419921875
2020-08-23;360.2314147949219
2020-08-30;364.5837097167969
2020-09-06;361.40350341796875
2020-09-13;345.1377258300781
2020-09-20;352.35302734375
2020-09-27;346.33868408203125
2020-10-04;356.50360107421875
2020-10-11;365.94793701171875
2020-10-18;382.41558837890625
2020-10-25;367.9752197265625
2020-11-01;351.9975280761719
2020-11-08;369.40283203125
2020-11-15;398.0677795410156
2020-11-22;408.7640075683594
2020-11-29;409.207763671875
2020-12-06;434.9887390136719
2020-12-13;441.5473327636719
2020-12-20;454.7898864746094
