Date;Close
2020-12-27;459.2747802734375
2021-01-03;470.4051513671875
2021-01-10;483.62835693359375
2021-01-17;495.8100280761719
2021-01-24;529.9918212890625
2021-01-31;527.792724609375
2021-02-07;533.8497924804688
2021-02-14;546.7644653320312
2021-02-21;573.2979125976562
2021-02-28;555.6187133789062
2021-03-07;524.30126953125
2021-03-14;518.543212890625
2021-03-21;527.9856567382812
2021-03-28;558.0394287109375
2021-04-04;595.4426879882812
2021-04-11;611.8005981445312
2021-04-18;608.5888671875
2021-04-25;624.1173095703125
2021-05-02;641.7193603515625
2021-05-09;623.2786865234375
2021-05-16;606.7570190429688
2021-05-23;614.58251953125
2021-05-30;644.0081787109375
2021-06-06;652.0562744140625
2021-06-13;660.2783813476562
2021-06-20;676.2002563476562
2021-06-27;663.3931274414062
2021-07-04;668.2586669921875
2021-07-11;665.0665893554688
2021-07-18;683.329345703125
2021-07-25;697.432861328125
2021-08-01;735.0225830078125
2021-08-08;757.6771850585938
2021-08-15;763.1715698242188
2021-08-22;755.9649047851562
2021-08-29;784.4330444335938
2021-09-05;814.6422119140625
2021-09-12;830.0610961914062
2021-09-19;858.3067016601562
2021-09-26;836.4744873046875
2021-10-03;725.8911743164062
2021-10-10;708.5569458007812
2021-10-17;720.0872802734375
2021-10-24;762.45556640625
2021-10-31;774.8178100585938
2021-11-07;804.9769897460938
2021-11-14;824.2862548828125
2021-11-21;833.5286254882812
2021-11-28;778.1805419921875
2021-12-05;767.6288452148438
2021-12-12;758.2506103515625
2021-12-19;732.2202758789062
2021-12-26;768.220458984375
2022-01-02;777.7828979492188
2022-01-09;740.0953369140625
2022-01-16;708.05224609375
2022-01-23;685.1449584960938
2022-01-30;629.0015258789062
2022-02-06;656.7677612304688
2022-02-13;633.7535400390625
2022-02-20;630.8054809570312
2022-02-27;628.2839965820312
2022-03-06;615.07470703125
2022-03-13;568.1737670898438
2022-03-20;630.9994506835938
2022-03-27;666.6212158203125
2022-04-03;663.9056396484375
2022-04-10;609.5468139648438
2022-04-17;579.831298828125
2022-04-24;598.5296020507812
2022-05-01;546.7600708007812
2022-05-08;553.8592529296875
2022-05-15;510.34393310546875
2022-05-22;520.582763671875
2022-05-29;541.8519287109375
2022-06-05;563.0331420898438
2022-06-12;554.3868408203125
2022-06-19;479.871337890625
2022-06-26;474.3317565917969
2022-07-03;473.47198486328125
2022-07-10;439.48223876953125
2022-07-17;436.7272033691406
2022-07-24;502.58642578125
2022-07-31;533.6159057617188
2022-08-07;565.384521484375
2022-08-14;554.3571166992188
2022-08-21;549.705322265625
2022-08-28;514.5859985351562
2022-09-04;479.8193054199219
2022-09-11;466.8332214355469
2022-09-18;461.3684997558594
2022-09-25;445.5227966308594
2022-10-02;421.9107666015625
2022-10-09;452.59356689453125
2022-10-16;391.3063049316406
2022-10-23;415.2610168457031
2022-10-30;474.09014892578125
2022-11-06;460.4592590332031
2022-11-13;494.6724548339844
2022-11-20;578.5996704101562
2022-11-27;585.6524047851562
2022-12-04;594.984130859375
2022-12-11;590.1513061523438
2022-12-18;599.1882934570312
2022-12-25;553.1876220703125
2023-01-01;536.7244262695312
2023-01-08;555.3094482421875
2023-01-15;633.2640380859375
2023-01-22;640.7393188476562
2023-01-29;664.0590209960938
2023-02-05;666.5147705078125
2023-02-12;652.4838256835938
2023-02-19;658.3413696289062
2023-02-26;619.9871826171875
2023-03-05;614.4644775390625
2023-03-12;599.6385498046875
2023-03-19;610.6546020507812
2023-03-26;636.2798461914062
2023-04-02;648.8710327148438
2023-04-09;653.57666015625
2023-04-16;651.351806640625
2023-04-23;624.6041870117188
2023-04-30;617.6245727539062
2023-05-07;626.9857788085938
2023-05-14;641.9334716796875
2023-05-21;661.9855346679688
2023-05-28;689.768310546875
2023-06-04;717.541015625
2023-06-11;707.5298461914062
2023-06-18;727.9077758789062
2023-06-25;708.2998046875
2023-07-02;714.9937744140625
2023-07-09;706.5819702148438
2023-07-16;715.6553344726562
2023-07-23;706.6906127929688
2023-07-30;678.5721435546875
2023-08-06;675.8889770507812
2023-08-13;670.6941528320312
2023-08-20;644.8582153320312
2023-08-27;655.564697265625
2023-09-03;655.564697265625
2023-09-10;655.564697265625
2023-09-17;612.3035278320312
2023-09-24;583.687255859375
2023-10-01;574.5541381835938
2023-10-08;576.0680541992188
2023-10-15;595.8284301757812
2023-10-22;581.5597534179688
2023-10-29;582.0248413085938
2023-11-05;603.426025390625
2023-11-12;632.3636474609375
2023-11-19;672.6006469726562
2023-11-26;679.346435546875
2023-12-03;682.1340942382812
2023-12-10;688.9990234375
2023-12-17;729.4343872070312
2023-12-24;738.789306640625
2023-12-31;751.8147583007812
2024-01-07;697.7686157226562
2024-01-14;712.0737915039062
2024-01-21;707.5401000976562
2024-01-28;840.5623168945312
2024-02-04;875.5911254882812
2024-02-11;916.4867553710938
2024-02-18;923.1550903320312
2024-02-25;923.1550903320312
2024-03-03;941.6889038085938
2024-03-10;991.82470703125
2024-03-17;956.6749877929688
2024-03-24;964.87353515625
2024-03-31;965.2511596679688
2024-04-07;973.4498291015625
2024-04-14;976.5902099609375
2024-04-21;901.9578247070312
2024-04-28;895.9554443359375
2024-05-05;868.8397827148438
2024-05-12;909.7388916015625
2024-05-19;915.7139282226562
2024-05-26;930.3627319335938
2024-06-02;956.3541259765625
2024-06-09;1024.1409912109375
2024-06-16;1037.3756103515625
2024-06-23;1048.0908203125
2024-06-30;1018.4745483398438
2024-07-07;1066.9520263671875
2024-07-14;1072.9072265625
2024-07-21;928.1818237304688
2024-07-28;884.6935424804688
2024-08-04;868.5340576171875
2024-08-11;841.057861328125
2024-08-18;877.5431518554688
2024-08-25;924.0352172851562
2024-09-01;886.0733642578125
2024-09-08;809.600830078125
2024-09-15;798.287109375
2024-09-22;801.1803588867188
2024-09-29;816.2853393554688
2024-10-06;830.4823608398438
2024-10-13;832.0387573242188
2024-10-20;721.5851440429688
2024-10-27;710.0519409179688
2024-11-03;683.8300170898438
2024-11-10;671.1599731445312
2024-11-17;671.3099975585938
2024-11-24;665.22998046875
