Date;Close
2013-01-13;56.677284240722656
2013-01-20;57.33610916137695
2013-01-27;62.25061798095703
2013-02-03;67.01380920410156
2013-02-10;67.65484619140625
2013-02-17;66.63986206054688
2013-02-24;64.23602294921875
2013-03-03;63.70186233520508
2013-03-10;63.212181091308594
2013-03-17;62.30405044555664
2013-03-24;61.98352813720703
2013-03-31;60.53234100341797
2013-04-07;59.392730712890625
2013-04-14;61.12883758544922
2013-04-21;61.858909606933594
2013-04-28;65.47355651855469
2013-05-05;67.01427459716797
2013-05-12;68.86580657958984
2013-05-19;69.8454818725586
2013-05-26;71.97563171386719
2013-06-02;74.7439193725586
2013-06-09;71.72398376464844
2013-06-16;71.69699096679688
2013-06-23;71.24761199951172
2013-06-30;69.05453491210938
2013-07-07;71.61613464355469
2013-07-14;75.36408996582031
2013-07-21;79.96595001220703
2013-07-28;79.67832946777344
2013-08-04;80.97258758544922
2013-08-11;82.5814437866211
2013-08-18;82.1500244140625
2013-08-25;81.59275817871094
2013-09-01;79.02222442626953
2013-09-08;79.78616333007812
2013-09-15;81.22425079345703
2013-09-22;85.16099548339844
2013-09-29;87.78546142578125
2013-10-06;90.4728775024414
2013-10-13;87.82142639160156
2013-10-20;85.36770629882812
2013-10-27;84.56779479980469
2013-11-03;84.78348541259766
2013-11-10;81.35906982421875
2013-11-17;78.8064956665039
2013-11-24;80.10075378417969
2013-12-01;83.92964935302734
2013-12-08;82.221923828125
2013-12-15;81.82645416259766
2013-12-22;80.69396209716797
2013-12-29;83.27351379394531
2014-01-05;83.98356628417969
2014-01-12;81.01752471923828
2014-01-19;80.38836669921875
2014-01-26;78.72560119628906
2014-02-02;76.98192596435547
2014-02-09;76.5415267944336
2014-02-16;79.51654815673828
2014-02-23;79.91201782226562
2014-03-02;77.42234802246094
2014-03-09;80.77485656738281
2014-03-16;81.16133880615234
2014-03-23;82.43762969970703
2014-03-30;82.66232299804688
2014-04-06;83.7768325805664
2014-04-13;80.79283905029297
2014-04-20;73.90805053710938
2014-04-27;73.70133209228516
2014-05-04;73.88604736328125
2014-05-11;72.91468048095703
2014-05-18;73.59553527832031
2014-05-25;75.3385009765625
2014-06-01;77.36293029785156
2014-06-08;78.65199279785156
2014-06-15;81.093994140625
2014-06-22;84.67980194091797
2014-06-29;83.8355484008789
2014-07-06;85.94168090820312
2014-07-13;84.87953186035156
2014-07-20;80.24066925048828
2014-07-27;78.99696350097656
2014-08-03;83.79016876220703
2014-08-10;82.98222351074219
2014-08-17;82.94591522216797
2014-08-24;84.51641082763672
2014-08-31;86.87670135498047
2014-09-07;88.99188232421875
2014-09-14;88.51073455810547
2014-09-21;91.5337142944336
2014-09-28;90.03584289550781
2014-10-05;88.46532440185547
2014-10-12;86.1141357421875
2014-10-19;83.35441589355469
2014-10-26;84.93399810791016
2014-11-02;88.4925765991211
2014-11-09;90.57144927978516
2014-11-16;92.55953979492188
2014-11-23;95.80945587158203
2014-11-30;94.22081756591797
2014-12-07;97.45260620117188
2014-12-14;97.15301513671875
2014-12-21;95.94564056396484
2014-12-28;99.42250061035156
2015-01-04;97.88834381103516
